locale	ui_path	surface	target_text	placeholders	source_style_guide	source_phrasebook	review_focus	native_review_status	reviewer_notes
ar	complianceAndMonetization.monetization.removeAdsActiveTitle	complianceAndMonetization	الدراسة دون إعلانات مفعّلة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ar	complianceAndMonetization.monetization.removeAdsBodyTemplate	complianceAndMonetization	قد تحتوي صفحات الدراسة المجانية على إعلانات. تدفع {price} مرة واحدة لإزالة الإعلانات من صفحات الدراسة؛ الاختبار التجريبي لا يحتوي على إعلانات.	{price}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ar	complianceAndMonetization.monetization.removeAdsTitle	complianceAndMonetization	إزالة الإعلانات		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ar	complianceAndMonetization.monetization.restoreLabel	complianceAndMonetization	استعد شراءً سابقًا		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ar	complianceAndMonetization.monetization.statusMessages.error	complianceAndMonetization	الشراء غير متاح الآن. حاول لاحقًا.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ar	complianceAndMonetization.monetization.statusMessages.idle	complianceAndMonetization	إذا كنت قد اشتريت سابقًا، يمكنك الاستعادة هنا.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ar	complianceAndMonetization.monetization.statusMessages.pending	complianceAndMonetization	ننتظر تأكيد متجر التطبيق.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ar	complianceAndMonetization.monetization.statusMessages.purchased	complianceAndMonetization	تم إيقاف الإعلانات على هذا الجهاز.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ar	complianceAndMonetization.monetization.statusMessages.restored	complianceAndMonetization	تمت استعادة الشراء وإيقاف الإعلانات.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ar	complianceAndMonetization.privacy.adsAndPurchases.body	complianceAndMonetization	قد تعرض النسخة المجانية إعلانات في صفحات الدراسة. لا توجد إعلانات في صفحات الاختبار التجريبي المحدد بالوقت. إزالة الإعلانات عملية شراء لمرة واحدة ويمكن استعادتها من متجر التطبيق.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ar	complianceAndMonetization.privacy.adsAndPurchases.title	complianceAndMonetization	الإعلانات والمشتريات		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ar	complianceAndMonetization.privacy.dataBoundary.body	complianceAndMonetization	لا ترسل اسمك أو رقم الهوية أو تفاصيل ملف الهجرة أو وثائق رسمية في رسائل الدعم. لا يحتاج التطبيق إلى هذه المعلومات لمساعدتك في الدراسة.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ar	complianceAndMonetization.privacy.dataBoundary.title	complianceAndMonetization	لا ترسل معلومات حساسة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ar	complianceAndMonetization.privacy.localProgressStorage.body	complianceAndMonetization	يُحفظ التقدم والإعدادات والأسئلة المحددة والإجابات غير الصحيحة و XP وأيام الدراسة المتتالية واختيار الصوت على هذا الجهاز حتى يتذكر التطبيق أين توقفت.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ar	complianceAndMonetization.privacy.localProgressStorage.title	complianceAndMonetization	يُحفظ تقدمك في الدراسة على هذا الجهاز فقط		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ar	complianceAndMonetization.privacy.noAccountRequired.body	complianceAndMonetization	لا يطلب هذا التطبيق حسابًا أو بريدًا إلكترونيًا أو هاتفًا أو ملفًا شخصيًا. يمكنك استخدام أقسام الدراسة دون تسجيل.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ar	complianceAndMonetization.privacy.noAccountRequired.title	complianceAndMonetization	لا يلزم حساب		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ar	complianceAndMonetization.privacy.title	complianceAndMonetization	سياسة الخصوصية		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ar	languagePicker.availableBadge	languagePicker	متاحة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	languagePicker.blockedAccessibilityLabelTemplate	languagePicker	{label}: إصدار اللغة قيد الإعداد	{label}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ar	languagePicker.comingSoonBody	languagePicker	تخضع النصوص العربية للمراجعة قبل إتاحتها. إلى ذلك الحين، يبقى التطبيق متاحًا بالسويدية والإنجليزية.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	languagePicker.comingSoonTitle	languagePicker	هذا الإصدار قيد الإعداد.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	languagePicker.currentLanguageLabelTemplate	languagePicker	اللغة الحالية: {label}	{label}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	languagePicker.title	languagePicker	اختر لغة الأسئلة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	languagePicker.unavailableBadge	languagePicker	قيد الإعداد		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.aboutTheTest.body	remainingHighFrequencyRoutes	يساعدك التطبيق على مراجعة الديمقراطية والحقوق والواجبات والمؤسسات في السويد. ويُبقي أسماء المؤسسات السويدية، مثل البرلمان السويدي (الريكسداغ)، بدل استبدالها بمؤسسات من دولة أخرى.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.aboutTheTest.eyebrow	remainingHighFrequencyRoutes	عن الاختبار		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.aboutTheTest.independenceBody	remainingHighFrequencyRoutes	هذا التطبيق أداة دراسة مستقلة. لا يمثل UHR أو مصلحة الهجرة السويدية أو أي سلطة حكومية أخرى، ولا يقدم وعدًا بشأن أي قرار رسمي.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.aboutTheTest.independenceTitle	remainingHighFrequencyRoutes	ليس اختبارًا رسميًا		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.aboutTheTest.sourceBoundary	remainingHighFrequencyRoutes	أُعدت مواد الدراسة بالاستناد إلى مادة UHR المرجعية ومعلومات عامة. تحقق دائمًا من المعلومات الأحدث لدى الجهة المختصة.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.aboutTheTest.title	remainingHighFrequencyRoutes	ما الذي يساعدك هذا التطبيق على تدريبه		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.onboarding.chooseLanguage	remainingHighFrequencyRoutes	اختر لغة الأسئلة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.onboarding.eyebrow	remainingHighFrequencyRoutes	مرحبًا بك		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.onboarding.privacyNote	remainingHighFrequencyRoutes	يُحفظ تقدم الدراسة على هذا الجهاز فقط. لا يلزم حساب.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.onboarding.setGoal	remainingHighFrequencyRoutes	حدّد الهدف اليومي		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.onboarding.startLearning	remainingHighFrequencyRoutes	ابدأ التعلم		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.onboarding.subtitle	remainingHighFrequencyRoutes	أداة دراسة مستقلة: تدريب يومي، واختبار تجريبي، ومراجعة للإجابات غير الصحيحة.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.onboarding.title	remainingHighFrequencyRoutes	استعد بهدوء لمعرفة المجتمع في السويد		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.search.emptyBody	remainingHighFrequencyRoutes	جرّب عبارة أقصر، مثل «Riksdag» أو «البلدية» أو «الحقوق».		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.search.emptyTitle	remainingHighFrequencyRoutes	لا توجد نتائج		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.search.placeholder	remainingHighFrequencyRoutes	اكتب موضوعًا أو مؤسسة أو كلمة مفتاحية		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.search.resultTypeLabels.chapter	remainingHighFrequencyRoutes	قسم		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.search.resultTypeLabels.glossary	remainingHighFrequencyRoutes	مفهوم		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.search.resultTypeLabels.question	remainingHighFrequencyRoutes	سؤال		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.search.title	remainingHighFrequencyRoutes	ابحث عن المفاهيم والأقسام		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.sources.openSource	remainingHighFrequencyRoutes	افتح المصدر		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.sources.publicInfoLabel	remainingHighFrequencyRoutes	معلومات عامة من جهات رسمية		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.sources.subtitle	remainingHighFrequencyRoutes	تحقق من المادة التي يستند إليها السؤال أو الشرح. لا يعني وسم المصدر أن هذا التطبيق معتمد من تلك الجهة.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.sources.title	remainingHighFrequencyRoutes	مصادر التعلم		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.sources.uhrLabel	remainingHighFrequencyRoutes	مادة UHR المرجعية		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.support.feedbackPrompt	remainingHighFrequencyRoutes	صف المشكلة أو الاقتراح		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.support.privacyReminder	remainingHighFrequencyRoutes	لا ترسل بيانات شخصية أو وثائق. يكفي وصف الشاشة أو السؤال أو جزء النص.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.support.sendFeedback	remainingHighFrequencyRoutes	أرسل الملاحظات		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.support.subtitle	remainingHighFrequencyRoutes	اكتب إلينا إذا كان النص غير واضح أو كان مصدر يحتاج إلى مراجعة أو كان شيء ما لا يعمل.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	remainingHighFrequencyRoutes.support.title	remainingHighFrequencyRoutes	الدعم والملاحظات		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.audioDisabledLabel	settings	الصوت متوقف		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.audioEnabledLabel	settings	الصوت مفعّل		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.audioTitle	settings	الصوت		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.backToProfile	settings	← الرجوع إلى الملف الشخصي		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.backToProfileAccessibilityLabel	settings	الرجوع إلى الملف الشخصي		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ar	settings.confirmImport	settings	أكّد الاستيراد		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.confirmImportAccessibilityLabel	settings	أكّد استيراد بيانات الدراسة على هذا الجهاز		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ar	settings.dailyGoalPresetLabels.10	settings	منتظم		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.dailyGoalPresetLabels.20	settings	مكثف		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.dailyGoalPresetLabels.40	settings	كبير		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.dailyGoalPresetLabels.5	settings	هادئ		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.dailyGoalSummaryTemplate	settings	{answerCount} سؤالًا في اليوم	{answerCount}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	settings.dailyGoalTitle	settings	الهدف اليومي		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.disableAudioAccessibilityLabel	settings	أوقف الصوت		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ar	settings.enableAudioAccessibilityLabel	settings	فعّل الصوت		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ar	settings.importErrors.emptyInput	settings	الصق JSON قبل المراجعة.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.importErrors.invalidJson	settings	لا يمكن قراءة ملف JSON هذا.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.importErrors.invalidSchema	settings	بنية الاستيراد غير صحيحة أو تحتوي على حقول غير معروفة.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.importErrors.noSupportedStudyData	settings	لا يتضمن الاستيراد بيانات دراسة مدعومة.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.importErrors.purchaseFieldsRejected	settings	يتضمن الاستيراد حقولًا مرتبطة بالمشتريات أو الإيصالات أو متجر التطبيق. احذفها ثم استعد المشتريات من متجر التطبيق.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ar	settings.importErrors.unsupportedVersion	settings	إصدار الاستيراد هذا غير مدعوم حاليًا.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.importPasteLabel	settings	الصق ملف JSON المصدّر		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.importPastePlaceholder	settings	الصق بيانات التصدير هنا		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.importPreview	settings	راجع الاستيراد		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.importPreviewAccessibilityLabel	settings	راجع استيراد بيانات الدراسة على هذا الجهاز		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ar	settings.importPurchasesNote	settings	لا تُستورد المشتريات أو الإيصالات أو بيانات متجر التطبيق. استعد المشتريات من متجر التطبيق.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ar	settings.importReset	settings	امسح حقل الاستيراد		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.importSectionSubtitle	settings	الصق ملف JSON الذي صُدّر من هذا التطبيق. ستظهر لك خلاصة قبل حفظ أي بيانات.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.importSuccess	settings	اكتمل الاستيراد.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.importSummaryTemplates.bookmarks	settings	{count} سؤالًا محددًا للمراجعة	{count}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	settings.importSummaryTemplates.completedQuestions	settings	{count} سؤالًا لها تقدم محفوظ	{count}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	settings.importSummaryTemplates.fsrsCards	settings	{count} بطاقة مراجعة FSRS	{count}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	settings.importSummaryTemplates.fsrsDays	settings	{count} يومًا من مراجعة FSRS	{count}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	settings.importSummaryTemplates.mockExams	settings	{count} سجلًا لاختبار تجريبي	{count}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	settings.importSummaryTemplates.settings	settings	{count} إعدادًا	{count}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	settings.importSummaryTemplates.streakFreeze	settings	تم تضمين أيام الدراسة المتتالية وحمايتها		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.importSummaryTemplates.wrongAnswers	settings	{count} سجلًا لإجابات غير صحيحة	{count}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	settings.importSummaryTitle	settings	خلاصة قبل الاستيراد		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.importTitle	settings	استيراد بيانات الدراسة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.languageAccessibilityLabelTemplate	settings	غيّر لغة الأسئلة إلى: {label}	{label}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ar	settings.languageOptions.en	settings	دعم باللغة الإنجليزية		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.languageOptions.sv	settings	السويدية		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.questionLanguageTitle	settings	لغة الأسئلة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.setDailyGoalAccessibilityLabelTemplate	settings	حدّد الهدف اليومي: {goal} سؤالًا	{goal}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ar	settings.setThemeModeAccessibilityLabelTemplate	settings	اختر المظهر: {label}	{label}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ar	settings.subtitle	settings	إدارة لغة الأسئلة والصوت والمظهر والهدف اليومي.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.themeDarkLabel	settings	داكن		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.themeLightLabel	settings	فاتح		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
