locale	ui_path	surface	target_text	placeholders	source_style_guide	source_phrasebook	review_focus	native_review_status	reviewer_notes
tr	languagePicker.comingSoonTitle	languagePicker	Bu dil sürümü hazırlanıyor.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	languagePicker.currentLanguageLabelTemplate	languagePicker	Geçerli dil: {label}	{label}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	languagePicker.title	languagePicker	Soru dilini seçin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	languagePicker.unavailableBadge	languagePicker	Hazırlanıyor		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.aboutTheTest.body	remainingHighFrequencyRoutes	Uygulama demokrasi, haklar, yükümlülükler ve İsveç'teki kurumlar hakkında tekrar yapmanıza yardımcı olur. İsveç Parlamentosu (Riksdag) gibi İsveç kurumlarının adlarını korur.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.aboutTheTest.eyebrow	remainingHighFrequencyRoutes	Sınav hakkında		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.aboutTheTest.independenceBody	remainingHighFrequencyRoutes	Bu uygulama bağımsız bir çalışma aracıdır. UHR, Migrationsverket veya başka bir kamu kurumunu temsil etmez ve resmî bir karara söz vermez.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.aboutTheTest.independenceTitle	remainingHighFrequencyRoutes	Resmî bir sınav değildir		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.aboutTheTest.sourceBoundary	remainingHighFrequencyRoutes	Eğitim metinleri UHR kaynak materyaline göre hazırlanmıştır ve kamuya açık bilgilerle desteklenir. Güncel bilgileri her zaman ilgili kurumdan kontrol edin.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.aboutTheTest.title	remainingHighFrequencyRoutes	Bu uygulama neyi çalıştırır		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.onboarding.chooseLanguage	remainingHighFrequencyRoutes	Soru dilini seçin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.onboarding.eyebrow	remainingHighFrequencyRoutes	Hoş geldiniz		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.onboarding.privacyNote	remainingHighFrequencyRoutes	Çalışma ilerlemeniz bu cihazda saklanır. Uygulama hesap gerektirmez.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.onboarding.setGoal	remainingHighFrequencyRoutes	Günlük hedefi belirleyin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.onboarding.startLearning	remainingHighFrequencyRoutes	Öğrenmeye başlayın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.onboarding.subtitle	remainingHighFrequencyRoutes	Bağımsız bir çalışma aracı: günlük alıştırmalar, deneme sınavı ve yanlış cevap tekrarı.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.onboarding.title	remainingHighFrequencyRoutes	İsveç'te toplum bilgisine sakin bir şekilde hazırlanın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.search.emptyBody	remainingHighFrequencyRoutes	Daha kısa bir arama deneyin; örneğin “Riksdag”, “belediye” veya “haklar”.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.search.emptyTitle	remainingHighFrequencyRoutes	Sonuç bulunamadı		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.search.placeholder	remainingHighFrequencyRoutes	Konu, kurum veya anahtar sözcük yazın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.search.resultTypeLabels.chapter	remainingHighFrequencyRoutes	Bölüm		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.search.resultTypeLabels.glossary	remainingHighFrequencyRoutes	Kavram		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.search.resultTypeLabels.question	remainingHighFrequencyRoutes	Soru		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.search.title	remainingHighFrequencyRoutes	Kavram ve bölüm arayın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.sources.openSource	remainingHighFrequencyRoutes	Kaynağı açın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.sources.publicInfoLabel	remainingHighFrequencyRoutes	Kamuya açık resmî bilgiler		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.sources.subtitle	remainingHighFrequencyRoutes	Bir soru veya açıklamanın hangi materyale dayandığını kontrol edin. Kaynak etiketi, bu uygulamanın resmî olarak onaylandığı anlamına gelmez.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.sources.title	remainingHighFrequencyRoutes	Öğrenme kaynakları		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.sources.uhrLabel	remainingHighFrequencyRoutes	UHR kaynak materyali		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.support.feedbackPrompt	remainingHighFrequencyRoutes	Sorunu veya önerinizi açıklayın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.support.privacyReminder	remainingHighFrequencyRoutes	Kişisel bilgi veya belge göndermeyin. Ekranı, soruyu veya metin parçasını açıklamanız yeterlidir.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.support.sendFeedback	remainingHighFrequencyRoutes	Geri bildirim gönderin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.support.subtitle	remainingHighFrequencyRoutes	Metin açık değilse, bir kaynak kontrol edilmeli ise veya bir şey çalışmıyorsa yazın.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	remainingHighFrequencyRoutes.support.title	remainingHighFrequencyRoutes	Destek ve geri bildirim		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.audioDisabledLabel	settings	Ses kapalı		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.audioEnabledLabel	settings	Ses açık		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.audioTitle	settings	Ses		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.backToProfile	settings	← Profile dönün		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.backToProfileAccessibilityLabel	settings	Profile dönün		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
tr	settings.confirmImport	settings	İçe aktarımı onaylayın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.confirmImportAccessibilityLabel	settings	Bu cihazdaki çalışma verileri içe aktarımını onaylayın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
tr	settings.dailyGoalPresetLabels.10	settings	Düzenli		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.dailyGoalPresetLabels.20	settings	Yoğun		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.dailyGoalPresetLabels.40	settings	Çok yoğun		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.dailyGoalPresetLabels.5	settings	Sakin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.dailyGoalSummaryTemplate	settings	Günde {answerCount} soru	{answerCount}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	settings.dailyGoalTitle	settings	Günlük hedef		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.disableAudioAccessibilityLabel	settings	Sesi kapatın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
tr	settings.enableAudioAccessibilityLabel	settings	Sesi açın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
tr	settings.importErrors.emptyInput	settings	Kontrol etmeden önce JSON verisini yapıştırın.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.importErrors.invalidJson	settings	Bu JSON verisi okunamıyor.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.importErrors.invalidSchema	settings	İçe aktarımın yapısı geçerli değil veya bilinmeyen alanlar içeriyor.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.importErrors.noSupportedStudyData	settings	İçe aktarım desteklenen çalışma verisi içermiyor.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.importErrors.purchaseFieldsRejected	settings	İçe aktarım satın alma, makbuz veya uygulama mağazası alanları içeriyor. Bunları kaldırın ve satın almaları uygulama mağazasından geri yükleyin.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
tr	settings.importErrors.unsupportedVersion	settings	Bu içe aktarım sürümü şu anda desteklenmiyor.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.importPasteLabel	settings	JSON dışa aktarımını yapıştırın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.importPastePlaceholder	settings	Dışa aktarımı buraya yapıştırın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.importPreview	settings	İçe aktarımı kontrol edin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.importPreviewAccessibilityLabel	settings	Bu cihazdaki çalışma verileri içe aktarımını kontrol edin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
tr	settings.importPurchasesNote	settings	Satın alma, makbuz ve uygulama mağazası verileri içe aktarılmaz. Satın almaları uygulama mağazasından geri yükleyin.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
tr	settings.importReset	settings	İçe aktarım alanını temizleyin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.importSectionSubtitle	settings	Bu uygulamadan dışa aktarılan JSON verisini yapıştırın. Herhangi bir veri yazılmadan önce kısa bir özet görürsünüz.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.importSuccess	settings	İçe aktarma tamamlandı.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.importSummaryTemplates.bookmarks	settings	Tekrar için işaretlenmiş {count} soru	{count}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	settings.importSummaryTemplates.completedQuestions	settings	Kaydedilmiş ilerlemesi olan {count} soru	{count}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	settings.importSummaryTemplates.fsrsCards	settings	{count} FSRS tekrar kartı	{count}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	settings.importSummaryTemplates.fsrsDays	settings	{count} FSRS tekrar günü	{count}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	settings.importSummaryTemplates.mockExams	settings	{count} deneme sınavı kaydı	{count}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	settings.importSummaryTemplates.settings	settings	{count} ayar	{count}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	settings.importSummaryTemplates.streakFreeze	settings	Üst üste çalışma günleri ve korumaları dahil edildi		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.importSummaryTemplates.wrongAnswers	settings	{count} yanlış cevap kaydı	{count}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	settings.importSummaryTitle	settings	İçe aktarma öncesi özet		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.importTitle	settings	Çalışma verilerini içe aktarın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.languageAccessibilityLabelTemplate	settings	Soru dilini değiştirin: {label}	{label}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
tr	settings.languageOptions.en	settings	İngilizce destek		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.languageOptions.sv	settings	İsveççe		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.questionLanguageTitle	settings	Soru dili		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.setDailyGoalAccessibilityLabelTemplate	settings	Günlük hedefi belirleyin: {goal} soru	{goal}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
tr	settings.setThemeModeAccessibilityLabelTemplate	settings	Görünümü seçin: {label}	{label}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
tr	settings.subtitle	settings	Soru dili, ses, görünüm ve günlük hedef ayarlarını yönetin.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.themeDarkLabel	settings	Koyu tema		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.themeLightLabel	settings	Açık tema		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.themeModeSummaryTemplate	settings	Geçerli görünüm: {label}	{label}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	settings.themeModeTitle	settings	Görünüm		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
